churn;plan_int;minutos_dias;llamadas_dias;minutos_int;llamdas_int;reclamos
No;no;253.5;104;14;2;0
Yes;no;167.1;77;9.4;1;6
No;no;168.3;96;8.4;6;1
No;no;104.7;115;8.9;2;1
No;no;135.4;101;10.6;2;1
No;no;191.4;102;7.2;2;1
No;no;158.7;90;10.5;4;1
No;no;144.8;84;8.2;4;2
No;no;98.8;97;10;4;3
Yes;yes;157.8;71;10;2;3
No;no;163;107;11.6;5;1
No;no;181.6;119;8.3;6;4
No;no;129;78;11.2;3;2
No;no;86;83;8.9;4;1
No;no;193.9;71;12.6;7;0
No;no;109.4;107;7.1;7;0
No;no;188.9;105;10.2;2;2
Yes;yes;179.9;72;13.8;2;1
No;no;183.4;98;8.2;8;1
No;no;288.1;101;0;0;0
No;no;169.2;96;4.6;4;2
Yes;yes;195.5;113;13.5;9;1
No;no;264.4;102;11.3;3;2
No;no;207.7;116;9.6;5;0
No;no;169.5;151;8.7;4;0
No;no;141.5;102;3.4;4;2
No;no;154.8;71;12.8;4;0
No;yes;133.5;51;11.7;4;1
Yes;no;273.2;85;13.1;7;2
No;no;224.6;94;12.5;8;2
Yes;no;273.8;97;5.8;3;2
Yes;no;159.5;103;10.1;2;1
No;no;104;92;14.6;8;0
No;no;115.4;90;13.1;4;1
No;no;222.1;107;9.4;3;2
No;no;116.4;98;10.5;3;3
No;no;217.7;118;0;0;3
No;no;129.4;84;13.3;3;0
No;no;161.8;73;13.7;4;0
No;no;198.8;122;11.5;5;1
No;no;147.8;85;14;5;1
No;no;262.3;114;6.6;5;3
No;no;246.4;83;7.6;7;1
Yes;no;174.3;123;9;6;4
No;no;183.4;111;9.9;4;4
No;no;191.9;95;18.2;3;1
No;no;187.8;109;10.1;3;2
No;no;259.7;106;10.2;2;0
No;yes;180.4;123;8.4;5;0
No;no;51.8;107;10.4;4;2
Yes;no;303.9;106;5.8;3;1
Yes;no;123.7;125;8.8;4;1
No;no;206.2;122;12.6;7;3
No;no;164.3;92;11.8;1;2
Yes;no;228.6;117;10.1;2;9
No;no;200.4;80;7.6;5;1
No;no;154.3;107;10.9;8;0
No;no;122.9;93;9.6;2;2
No;yes;220.8;100;6.4;3;0
No;no;214.6;78;13.9;2;0
Yes;yes;202;123;7.4;2;2
Yes;no;209.5;108;9.1;6;6
Yes;no;297.9;141;8.9;5;1
Yes;no;212.8;102;10.6;4;0
No;no;145.6;102;12.2;5;0
No;no;152.9;87;10.8;6;2
No;no;125.4;158;11;7;1
No;no;138.3;96;8.3;8;0
No;no;189.3;157;11.2;5;3
No;no;199.3;86;14.3;2;4
No;yes;247.5;99;10.6;3;2
Yes;no;294.9;71;13.2;5;1
No;no;175.4;99;11.5;3;1
No;no;179.4;70;11.2;5;1
No;yes;126.8;94;8.4;4;0
Yes;yes;239.7;87;11.4;1;1
Yes;no;143;101;15.3;4;5
No;no;91.9;109;13;7;2
No;no;210.4;80;15.5;4;1
Yes;no;201.3;130;6.4;6;1
No;no;145.6;59;9.2;4;2
Yes;yes;203.5;82;13.4;6;1
No;no;232.4;76;10.5;2;1
No;no;86.5;119;8.7;2;2
No;no;109.9;102;10.9;6;0
No;no;156;88;9.3;5;1
Yes;no;326.3;112;7.5;1;1
No;no;195;58;14.8;9;0
No;yes;110;91;6.4;7;0
Yes;no;147.1;119;9;3;5
No;no;156;141;11.9;5;2
No;no;98.2;99;9.3;4;2
No;no;210.6;120;11;5;0
Yes;no;239.9;120;8.9;4;2
Yes;yes;159.9;94;11.6;2;2
Yes;no;197.8;66;10.9;3;4
No;no;115.4;98;15.2;6;2
No;no;123.8;113;3.7;2;0
No;no;117.6;97;6.4;3;1
No;no;105.3;82;8.6;6;2
No;no;111.7;121;13.1;6;1
No;no;159.3;104;9.5;3;2
Yes;no;81.7;123;11.3;3;6
No;no;238;88;10;5;2
No;no;128.1;99;15.6;3;0
No;no;171.2;104;10.2;4;1
Yes;no;109;88;13.3;3;4
No;no;220;114;12.1;3;2
No;no;55.6;65;11.3;4;0
No;no;286.6;79;10.3;6;1
No;no;207.6;96;13.3;2;1
Yes;no;109.6;108;8.3;4;4
No;no;197.2;113;11;5;2
No;no;175.7;120;14.6;4;1
No;no;205.2;115;7;6;0
No;no;193.1;104;12.1;4;1
No;no;232.6;121;4.7;3;3
No;no;102.7;89;11;5;0
No;no;263.1;70;9.7;4;5
No;no;197;79;11.6;5;1
No;no;169.3;90;11.6;6;2
No;no;201.5;123;12.9;4;1
No;no;251;119;13.8;3;3
No;no;230.4;117;7.6;6;3
No;no;109.8;120;11.9;6;1
Yes;no;279.5;118;10.7;4;2
No;no;173.4;107;13.7;6;1
No;no;214.4;93;10;8;1
No;no;96.1;103;9.7;4;1
No;no;101.4;145;7.1;6;1
No;no;232.5;74;10.4;6;4
No;no;174.5;120;12.2;2;1
No;no;224;126;8.8;4;1
No;no;211.1;99;14.7;7;4
No;no;109.2;96;9.8;5;2
No;no;220;95;11.5;5;0
No;no;181.4;98;10.9;4;2
No;no;180.7;82;10.1;4;2
No;no;96.5;109;9.4;2;1
No;no;183.5;93;8.3;5;3
No;no;107.9;90;10.5;2;0
No;yes;161;96;7.7;6;1
Yes;yes;146.8;128;4.3;2;1
No;no;149.2;146;8.3;2;3
No;no;227.8;124;5.6;4;3
No;no;160.3;87;7.4;3;0
Yes;no;137.8;120;10.2;6;1
No;no;141.7;87;8.5;7;0
No;no;196.4;115;9.3;1;0
No;no;175.2;74;5.3;3;1
No;no;146.8;133;9.9;3;1
No;no;173.9;111;9.1;7;1
No;no;305.2;80;13.2;7;1
Yes;yes;162.3;91;11.7;2;3
No;yes;150;106;10.3;7;3
No;no;197.5;114;11.3;4;1
No;no;240.2;67;10.2;6;2
No;no;186.2;117;12.9;3;2
No;no;116.9;127;12.3;2;0
No;no;236.7;95;12;4;1
No;no;173.2;93;5.4;3;0
No;no;152.2;114;9.8;3;0
No;no;181.3;135;6.7;2;0
Yes;no;167.8;72;10.5;6;4
No;no;175.4;125;9.8;9;1
No;no;87.6;112;9.8;10;2
No;no;203.3;45;8.5;6;0
Yes;no;92.6;95;11.3;3;5
No;no;262.9;135;8.1;4;1
No;no;160.8;91;8.5;3;1
No;no;141.8;116;7.8;3;1
No;no;50.6;62;4.2;4;2
No;no;134.9;59;10.2;5;1
No;no;252.1;110;13.8;3;1
No;no;215.5;95;9.6;3;1
No;no;124.8;66;13.4;4;0
No;no;178.7;114;16.4;5;2
No;no;183.2;131;9.9;5;2
No;no;167.5;96;13;1;1
No;no;147.1;105;12.5;9;3
No;no;230.1;107;13.2;4;1
No;no;135.8;125;12.6;3;0
No;no;205.7;98;8.7;3;2
No;no;73.8;105;10.9;3;2
No;no;189.3;119;10;1;2
No;no;147.2;115;7.2;6;3
No;no;137.3;95;10.2;3;0
No;no;70.7;125;0;0;2
No;no;204.6;117;10.7;5;0
Yes;no;123.1;88;12;2;5
No;no;129.7;115;12.2;3;2
No;yes;198.7;70;12.4;4;0
No;no;145.1;116;7.9;5;2
No;no;135.2;101;8.4;5;2
No;no;124.7;105;7.8;8;1
No;no;215.9;76;12.1;4;1
No;no;119.2;142;8.4;9;2
No;no;144.3;116;7.8;10;3
No;no;235.2;121;11.8;4;1
No;no;174;57;9.7;2;0
Yes;yes;115;65;6.4;1;0
No;no;151.7;93;13.1;8;2
No;no;153.1;102;9.9;9;3
No;no;218.6;93;9.2;5;2
No;no;265.2;122;10.7;9;2
No;no;143.3;134;10.1;4;1
No;no;190.3;98;7.2;9;2
Yes;no;184.7;60;12.3;6;2
No;no;115.3;99;18;2;1
Yes;no;113;108;9.2;5;2
Yes;no;294.2;100;9;1;0
No;no;215.6;86;6.4;8;3
No;no;128.8;80;14;7;1
Yes;yes;211.2;117;10.7;2;3
No;no;71.2;82;12.9;1;1
No;no;94.9;121;14.2;2;2
Yes;no;259.4;116;9.5;3;1
No;no;215.8;123;6.9;3;1
No;no;97.5;113;13.2;4;3
No;no;146.5;121;8.2;5;0
No;no;157.9;72;12.2;5;2
No;no;139.9;117;12.7;4;2
No;no;153.2;112;11.9;7;1
No;yes;103.5;134;8.4;4;2
No;no;185.8;119;6.6;4;1
No;no;129.5;56;10.9;3;1
No;no;236.6;91;8.9;2;1
No;no;260.4;107;10;2;6
No;no;167.3;100;6.7;5;2
No;no;182.2;101;9.3;4;2
No;no;113;80;10.8;4;2
No;no;185.7;133;16.9;6;0
No;no;136.2;114;9.6;5;0
No;no;222.6;81;11.5;2;1
No;no;197.3;67;9;6;1
No;no;141.4;130;7.7;6;1
No;no;208;69;8;11;1
No;no;118.5;92;12.1;4;1
No;no;153.2;65;10.7;8;1
No;no;108.3;87;13.5;2;0
No;no;168.6;92;14.4;8;2
Yes;no;247.2;116;9.3;2;2
No;yes;224.2;81;12;8;3
No;no;166.9;98;12.8;4;3
No;no;118.4;100;8.5;6;1
No;no;190.9;62;7.8;3;2
Yes;no;317.8;60;10.4;7;1
Yes;no;312;112;12.8;4;1
No;no;146;121;13.3;2;1
Yes;no;131.6;95;15.5;3;1
No;no;193.4;105;11.1;11;2
No;no;185.1;92;8.5;5;2
No;no;193.3;106;11.8;4;0
No;no;146.4;107;7.8;2;1
No;no;71.2;90;8.6;4;0
Yes;no;123.2;104;12.9;5;4
No;no;205;90;7.5;4;2
No;no;128.7;78;12.8;6;1
No;no;216.9;78;11.4;5;3
No;no;150;122;9.8;1;3
No;no;164.1;106;11.4;2;1
No;no;212;113;8.9;7;3
No;no;167.3;99;12;9;2
No;no;154.4;130;13.9;4;1
No;no;177.3;95;9.3;7;3
Yes;no;231.2;141;8.8;5;1
No;no;202.9;100;12.8;3;5
No;no;149.6;120;14.3;9;0
Yes;yes;345.3;81;11.8;8;1
Yes;no;264.9;80;8.4;4;1
No;no;122;92;5.8;5;1
No;no;177.2;88;14;2;2
No;no;133.1;80;10.3;8;1
Yes;no;225.1;90;8.8;4;0
No;no;208.4;120;11.2;4;1
No;no;173.1;107;11.5;5;1
Yes;yes;162.4;131;11.4;2;2
No;no;281.2;93;6.4;5;2
No;no;208.3;89;15.9;4;3
No;no;243.4;126;14.1;8;2
Yes;no;224.2;89;16.1;3;1
No;no;189.3;100;9.9;3;3
No;no;168.3;124;6.7;2;4
No;no;232.9;90;10.7;6;1
No;no;155;98;5.9;4;1
No;no;154.4;130;11.8;3;0
No;no;234.7;102;8.4;8;2
No;no;240;88;7.1;9;1
Yes;yes;298.4;78;12.2;2;0
No;no;166;102;10.9;4;1
No;no;111.6;140;16;3;0
No;no;174.5;98;10.7;2;2
No;yes;175.5;137;6.9;5;1
Yes;yes;157.5;109;11.1;2;3
No;no;206.2;113;11;7;1
No;no;207.5;138;7.5;16;4
No;no;144.8;105;11.6;2;4
No;no;258.8;85;10.9;7;2
Yes;no;226.9;106;11.6;2;0
No;no;152.9;119;12;5;2
No;no;156.7;51;12.6;6;2
No;no;150.8;85;12.5;1;1
No;no;221;126;6.8;3;4
Yes;no;322.4;92;6.7;3;1
No;no;153.6;148;9.8;3;2
No;no;215.1;91;12.4;2;2
No;no;174.4;108;11.8;3;1
No;no;180.5;126;10.6;3;0
No;no;123.1;106;12.6;7;2
No;no;165.7;94;10;4;1
No;no;200.2;92;6;6;2
No;no;154.8;82;5.9;9;3
No;no;125.4;116;11.4;9;2
No;no;184.2;111;12.2;4;1
No;no;274.7;99;10.8;3;3
No;yes;142;140;11.3;5;1
No;yes;151.5;99;10;4;1
No;no;124.8;114;10.6;7;3
No;no;179.2;85;12.4;2;0
Yes;yes;246.4;110;12.1;2;2
No;no;232.7;114;11.5;6;5
Yes;no;288;120;13.4;4;0
No;no;170.8;145;12.7;1;1
No;no;216.1;114;9.8;3;1
No;no;138.7;100;4.9;4;2
No;no;210.7;112;9.2;5;3
No;no;181.8;117;9.7;9;0
No;no;61.6;103;12.4;5;1
No;no;207.7;85;6.8;3;1
No;no;219.2;73;10;5;1
No;no;227;122;8.9;1;2
No;no;245.9;73;8.9;5;3
No;no;257.3;84;13.5;7;0
No;no;121.1;130;16.1;5;2
Yes;no;301.5;136;13.4;2;4
No;no;233.9;96;9.5;3;0
Yes;yes;99.6;108;13.7;6;2
No;no;169.8;123;12.7;7;2
Yes;yes;198.8;115;14.4;3;1
No;yes;116.2;86;10.1;3;3
Yes;yes;255.9;128;12.1;2;1
No;no;187.7;84;10;4;3
No;no;195.9;91;8.6;4;0
No;no;129.4;97;1.1;2;2
No;no;221;108;9;6;2
No;no;140.5;92;9.5;5;2
Yes;yes;277.9;123;9.2;10;0
Yes;no;224.9;105;6.7;5;3
No;no;109.1;117;12.8;6;0
No;no;207.8;109;5.7;9;0
No;no;205.9;96;12.1;8;0
Yes;no;308.6;139;7.3;3;4
No;no;242.6;69;14.4;6;2
No;no;229.6;82;3.3;3;1
No;no;166;62;7.7;3;2
Yes;no;144.8;126;13.3;9;0
No;yes;106.1;77;12.9;3;0
No;no;221.8;84;13.2;4;1
No;no;204.6;98;9.8;7;2
No;no;213.5;93;14.1;3;3
No;no;152;95;10;1;2
Yes;yes;260.8;81;17;6;1
No;no;166.4;117;10;2;1
No;no;177.9;83;15.2;8;0
No;no;235.1;97;7;7;3
No;no;186.8;92;9.7;4;2
No;yes;268.4;81;11.6;4;1
No;no;192.1;95;7.3;3;3
Yes;no;240.7;82;10.1;3;0
No;no;179.9;113;9.8;7;2
Yes;no;314.1;86;12.3;5;3
No;no;162;82;11.9;5;0
No;no;175.8;89;12.4;4;1
No;no;109.4;91;11.6;5;0
Yes;no;255.1;124;8.5;5;3
No;yes;208.7;84;8.3;3;3
No;no;214.6;108;7.9;5;1
No;no;49.2;121;12.1;13;1
No;no;141.3;133;11.2;3;2
No;no;253.2;89;9.7;7;4
No;no;206;128;13.2;3;0
No;no;40.4;105;9;2;2
Yes;no;291.2;104;8.9;3;1
No;no;71.2;58;11.7;3;0
Yes;no;261.8;69;14.7;4;0
No;no;191.3;134;10;3;1
No;no;133.3;101;11.6;2;0
No;no;183.6;138;6;3;2
No;no;155.2;116;15.4;6;1
No;no;283.1;93;6.1;8;1
No;no;186.5;94;12.1;4;2
No;no;163.3;104;4.3;6;0
No;no;203.4;125;13.8;2;1
No;no;178.1;110;10;6;1
No;no;195.9;103;10.3;3;1
No;no;295.3;127;9.6;6;1
No;no;136.1;82;10.1;5;2
No;no;114.1;95;13;9;2
Yes;no;279.1;124;9.5;11;2
No;no;169.3;111;12;3;0
No;no;214.4;94;9.9;1;2
No;yes;255.8;125;11.7;3;0
No;no;148.2;71;6.2;3;2
No;no;119.3;93;8.7;4;2
No;no;192.3;137;14.8;8;1
Yes;no;245.2;91;13.9;6;0
Yes;yes;216.2;106;16.9;2;5
No;no;172.4;114;0;0;2
No;yes;175.3;107;11.1;3;1
Yes;yes;169;104;13.3;3;0
No;no;2.6;113;9.2;5;3
No;no;184.1;143;9.9;2;1
No;no;181.9;90;7.5;3;1
No;no;160.1;116;10.8;9;0
No;no;189.8;122;10.3;1;0
No;no;223.2;142;12.4;2;1
No;no;216;94;10.7;1;2
No;no;198.5;124;8;7;2
No;no;159.5;115;7.1;7;1
Yes;no;105;78;10.2;2;2
No;no;204.5;108;13.4;1;3
Yes;no;274;92;6.2;1;0
No;no;158.7;84;7.7;10;2
No;no;229.9;116;14.2;6;1
No;no;137.8;97;8.7;6;1
No;no;179.4;94;7.9;4;0
No;no;139.3;101;8.1;1;3
No;no;7.8;86;12.9;2;2
No;no;183.1;88;11.3;7;1
No;no;206.9;79;10.7;3;0
No;no;140;106;12.5;1;2
No;no;179.2;59;5.8;7;2
No;no;177.4;136;12;3;0
No;no;115.6;129;12.6;9;1
Yes;yes;237.3;103;14.2;4;0
No;no;181.5;116;10.5;7;1
No;no;51.5;90;9.5;4;3
No;no;155.7;104;8.2;2;3
No;no;245;88;14.9;3;2
No;no;131.7;99;10.7;3;1
No;yes;111.1;126;10.5;6;1
No;no;88.5;100;8.2;4;3
No;no;116;85;12;2;1
No;no;155.5;81;9.1;2;1
No;no;106.5;65;5.7;3;2
No;no;175.2;68;13.2;6;1
Yes;no;154.7;84;5.9;2;4
Yes;no;247.2;105;6.1;5;2
Yes;yes;218.4;93;13.2;3;0
No;no;227.5;81;9;13;1
No;no;185;117;7.4;7;0
No;no;186.8;89;12.3;6;2
No;no;158.8;119;10.3;3;1
No;no;208.7;150;8.5;4;0
No;no;185.9;95;11.3;4;3
No;no;222.5;74;9;3;2
No;no;201.1;101;11.6;3;3
No;no;167.9;114;9.1;2;1
Yes;no;239.1;88;10.9;3;3
Yes;no;175.7;109;9.2;3;5
Yes;no;111.2;90;9;6;6
No;no;87.7;74;10.8;6;1
No;no;244.1;99;7.2;2;0
No;no;165;89;7.7;4;2
No;no;127.4;110;9.1;3;0
No;no;194.8;106;5.5;3;0
No;no;54.7;131;11.1;4;1
No;no;283.4;104;14.4;7;2
Yes;yes;258;112;10.9;3;0
No;no;90.5;142;9.3;2;1
No;no;235.6;132;16.2;2;0
No;no;142.5;82;10;4;2
No;no;54;68;10.2;8;1
No;no;214.8;87;9.4;3;3
Yes;yes;251.4;118;11;2;0
No;no;139;99;6.1;3;4
No;no;117.3;114;14.4;2;2
No;no;264;108;10.6;8;3
No;no;82.6;105;9.1;4;1
No;yes;175.8;126;11.4;5;1
No;no;220.4;100;13.6;8;2
No;no;217;104;11.8;4;2
No;no;129;77;11.6;5;1
No;no;150.5;106;3.5;3;1
No;no;193.3;66;11.1;4;0
No;no;189.5;122;10.8;5;2
No;no;137.8;95;11;6;2
No;no;129.3;80;12.3;4;3
No;no;115.6;77;10.7;6;1
No;no;221.9;114;7.2;5;2
Yes;no;263.7;113;18.3;6;1
No;no;61.3;91;11.4;9;1
No;yes;183.8;113;10.1;4;1
Yes;no;167.4;68;10.3;3;0
No;no;154.1;122;13.2;2;4
No;no;252;101;5.7;5;0
No;yes;163.1;94;11.2;3;0
No;no;198.3;80;16.6;4;2
Yes;no;324.7;48;13.1;5;0
No;no;128.3;78;14.3;9;2
No;no;187.9;110;10.2;11;2
Yes;no;129.2;71;10.3;4;5
Yes;yes;125.5;106;6.3;6;4
No;no;257.2;108;12.6;4;1
No;no;124.6;90;10.5;6;1
No;no;175.1;144;9.9;3;1
No;no;124.3;91;7.5;5;3
No;no;271.6;130;11.6;9;2
No;no;219.9;80;11.7;7;1
No;no;183.3;115;10.4;15;3
No;no;101.1;119;10.3;5;2
No;no;203.3;70;14.3;3;1
No;no;175.4;88;10.5;3;2
Yes;no;266;97;14.2;2;2
No;no;171.6;110;10.8;7;0
No;no;78.7;98;14;8;0
No;no;211.9;110;9.4;2;0
No;no;63.7;101;10;6;1
No;no;173.4;100;11.5;4;1
No;yes;237.7;98;4.5;4;0
No;no;225.9;123;10.1;4;1
No;yes;173;101;12.2;4;0
No;no;224.9;102;8;2;0
No;no;237.7;122;7.7;4;1
No;no;137;128;10;5;2
No;no;142.5;109;8.2;3;2
No;no;142.4;126;4.6;4;1
No;no;147;112;8.7;3;2
No;no;220.3;124;10.6;4;1
No;no;149.2;96;8.1;2;1
No;no;204.4;88;10;4;0
No;no;216.8;77;5.6;2;1
No;no;308;123;7.4;3;1
No;no;58;125;11.5;3;0
No;no;173.2;80;11.8;6;2
No;no;210.3;90;13.1;3;4
No;no;58.9;125;12.1;6;0
No;no;236.8;102;9.7;3;3
No;no;228.9;102;12.5;2;0
Yes;no;90;87;8.6;6;2
No;no;146.7;128;11.1;4;2
No;no;237.3;83;11.2;6;1
Yes;yes;162.8;118;13.6;3;0
No;no;186.9;114;8.9;2;1
No;no;86.1;100;9.1;9;2
No;no;212.3;89;11.3;2;2
No;no;151;98;9.2;2;2
No;no;158.6;67;6.9;5;2
Yes;no;296;93;12.3;10;0
No;no;212.3;77;6.6;2;3
No;no;234.4;61;10.4;6;3
No;no;176.8;92;6.5;3;2
No;no;157.3;123;9.6;6;0
No;no;146.6;68;10;2;1
No;no;260.5;108;9.8;5;1
No;no;146.1;98;6.2;3;1
Yes;yes;124.5;134;11.4;2;2
No;no;209.4;49;9.8;11;1
Yes;no;285.7;44;8.7;4;1
No;no;190.9;44;8.4;2;1
No;no;144.4;88;9.9;3;1
No;no;208.8;130;11.1;4;2
No;no;77.6;141;10.9;2;1
Yes;no;271.1;101;8.4;6;1
No;no;240.8;104;11.6;1;0
No;no;114.8;98;12.2;5;0
No;no;138.8;80;11.8;7;1
No;no;209.8;112;7.2;6;0
No;no;134.9;98;14.7;2;3
No;yes;164;99;6.4;4;0
No;no;245.5;130;9.1;4;1
No;no;80.3;94;16.6;3;0
No;no;90.7;90;5.6;5;2
No;no;190.3;115;3.8;4;1
Yes;no;108.6;108;7.9;5;1
Yes;no;89.8;88;9.3;7;4
No;no;252.4;106;10;3;2
No;no;183.4;94;6.7;4;5
No;yes;183.4;103;10.4;9;2
No;no;155.2;100;3.8;9;3
No;no;165.8;122;0;0;1
No;no;209.4;67;12.8;1;0
Yes;no;279.3;104;7.9;2;2
No;no;174.1;102;7.7;2;2
No;no;175.7;78;9.1;2;2
No;yes;256.5;87;13;3;1
No;no;170.2;89;4.3;3;0
No;no;139.6;92;10.8;4;1
No;no;208.8;119;12.5;4;4
No;no;210.1;126;14.4;2;4
No;no;113.6;87;10.5;6;2
No;no;202.6;89;8.3;3;0
No;no;174.4;112;0;0;4
No;no;210.6;117;9.4;5;0
No;no;121.5;88;10.7;4;1
No;no;127.8;67;15.9;2;2
No;no;135.2;98;10.2;2;2
No;no;99.4;62;16.7;3;2
Yes;no;276.9;105;10.3;3;1
Yes;no;163.4;134;11.6;2;2
Yes;no;287.4;116;5;3;4
No;no;120.5;104;10.2;3;1
No;no;184.1;106;9.8;3;2
No;no;185;84;14.9;4;3
No;no;160.9;109;12.9;12;1
No;no;207.6;68;10.9;6;2
No;no;209.2;134;11.8;6;1
No;yes;158.4;71;2.1;4;1
Yes;no;149;73;8.6;3;2
No;no;204.5;63;9.8;2;0
Yes;no;288.8;86;9.5;2;0
No;no;108.6;90;13.4;4;0
No;no;97.5;129;7;5;1
No;no;166.5;102;13.3;5;0
No;no;156.2;104;7.3;5;1
No;no;225.2;89;11.5;1;4
Yes;yes;287.4;118;10;3;1
No;no;175.3;96;7.8;2;0
No;no;102.1;75;9.8;5;0
No;no;157.9;103;14;2;0
No;no;146.5;73;4.1;4;1
Yes;no;245.8;116;9;13;1
No;yes;177.7;114;10.5;5;1
No;yes;250.8;146;10;5;2
Yes;no;117.8;100;11.8;4;0
No;no;119.7;113;12.9;7;2
Yes;no;242.2;87;8.2;3;5
No;no;163.4;83;9.8;4;7
No;no;161;113;8.4;4;3
No;no;128.7;111;10.3;5;1
No;no;81.6;94;8.6;18;1
No;no;207.7;91;7.3;1;1
Yes;no;128.6;115;6.3;2;6
No;no;233.3;65;9.1;4;1
Yes;no;182.1;106;10;3;5
Yes;no;168;81;8;2;6
No;no;251.6;88;5.4;5;1
No;no;183.8;102;11.6;7;0
Yes;no;256.4;44;7.9;1;3
No;no;180.2;134;8.4;3;1
No;no;227.8;81;8;5;1
No;no;147.8;132;10.2;6;0
Yes;no;234.9;136;13.9;2;1
No;no;110.9;54;7.9;2;2
No;no;124.5;94;6.4;12;1
Yes;yes;233.5;81;9.6;2;0
Yes;no;197.3;134;10.1;4;2
No;no;58.2;96;10.4;5;0
No;no;212.7;72;7;6;1
No;no;151.5;89;11.8;4;0
No;yes;146.3;117;11.5;5;1
No;no;195.1;100;6.7;2;0
No;no;208.9;71;13;5;1
Yes;no;135.7;107;8.8;3;7
Yes;no;225.9;86;14.3;3;3
No;no;122.2;67;9.7;6;1
No;no;153.3;106;8.9;5;2
No;no;214;117;7.9;4;1
No;no;194.8;112;10.8;6;1
No;no;206.7;87;11;5;3
No;no;188;105;10.5;3;2
Yes;yes;122.3;83;13.7;3;3
No;no;259.3;96;12;5;3
Yes;yes;115.1;114;13.8;3;2
No;no;172.9;109;8.3;6;1
No;yes;156.4;116;7.3;5;1
No;no;128.1;104;11.6;3;1
No;no;196.6;73;12.5;3;1
Yes;no;227.9;130;5.5;7;1
No;no;194.9;63;13.2;2;2
No;no;44.9;63;13.3;3;1
No;no;262.8;114;7.8;2;0
No;no;211.2;70;12.3;3;0
No;no;204;69;9.6;5;1
No;no;223.2;109;14.5;4;3
No;no;119;82;11.5;3;1
Yes;no;266.1;91;8.9;8;3
No;no;134.4;104;9.4;3;1
No;no;171.1;78;16.2;3;1
No;no;170.5;103;10.5;2;2
No;no;178.5;124;9.9;7;1
No;no;205.2;145;14.1;5;3
No;no;232.8;97;13;2;0
No;no;239.9;107;6.7;3;5
No;no;55.6;97;12.1;3;2
No;no;153.5;78;10.6;3;1
No;no;109.8;100;11.1;3;1
No;no;196.1;89;5.2;6;2
No;no;166.8;127;11.8;4;0
No;no;113.2;96;7.1;7;2
No;no;203;92;14.6;9;1
No;no;242.8;90;6;3;5
No;no;156.5;102;12.2;2;2
Yes;no;266.7;105;13.8;3;3
No;no;182;80;9.8;4;1
No;no;85.9;92;10.1;2;0
No;no;146.6;87;2.9;7;0
Yes;no;110.5;101;13.9;2;4
No;no;118.6;89;11.5;5;1
No;no;197.6;105;15.6;12;2
No;no;210.3;116;10.8;4;6
No;no;220.3;96;9.4;6;4
No;no;150;98;12.5;6;1
No;no;161.7;114;9.2;4;0
No;no;191.4;116;14;5;3
No;yes;146.7;83;12.5;3;3
No;no;109.4;103;7.8;7;1
No;no;144.1;115;13.6;3;1
No;no;248.9;93;11.2;8;1
Yes;no;85.7;112;11.6;3;4
No;no;214.8;112;9.4;5;3
No;no;158.9;137;6.5;4;0
No;no;110;94;6.4;3;2
No;no;152.8;145;10.5;2;1
No;no;145.6;103;10.5;4;0
No;no;93.3;83;6.5;4;0
No;no;216.8;134;8.3;2;0
No;no;201.9;101;9;2;1
No;no;146.4;81;8.5;2;1
Yes;no;272.7;74;10.5;3;2
No;no;18.9;92;14.8;4;1
No;no;172.8;81;12.8;5;2
No;no;190.2;119;14;6;0
No;no;130.6;83;15.6;3;3
Yes;no;158.4;92;13.5;4;4
No;no;166.5;111;15.6;2;1
No;no;129.3;103;12.9;2;2
No;no;199.3;112;7;10;0
No;no;185.1;126;9.1;7;0
No;no;175.4;80;9.7;2;2
No;no;263.4;123;10.7;2;2
No;no;94.2;108;7.3;3;1
No;no;189.4;83;7.1;8;3
No;no;118;103;11.8;2;2
No;no;212.1;98;8.4;5;3
No;no;222;93;12.4;6;2
No;no;222.8;98;13;4;0
No;no;190;137;12.2;2;1
Yes;no;271.8;129;8.7;2;4
No;no;195.4;83;8.4;6;3
No;no;199.6;93;7.2;5;3
No;no;100;98;10.1;4;0
No;no;160.6;85;9.5;1;2
No;no;158.7;91;9.9;3;1
Yes;no;154.5;122;12;2;3
No;no;192.3;114;6.3;12;1
Yes;no;305.1;106;8.5;5;0
No;no;193;106;7.4;5;2
No;no;72.5;88;6.6;3;1
No;no;105.2;61;6.3;3;2
No;no;180.5;88;10;3;2
No;no;214.7;86;14.3;2;0
No;no;86.8;95;13.2;3;1
Yes;no;131.5;99;7.9;2;5
No;no;135.4;102;17.5;4;0
No;no;174.3;85;5.9;3;6
No;no;203.9;63;12.1;4;3
No;no;235.5;108;12.5;5;0
No;no;157;113;12.1;2;2
No;yes;111.9;55;10;7;3
No;yes;236.3;91;11.2;8;3
No;no;163.6;88;8.6;9;0
No;no;213.6;127;8.9;3;1
No;no;143.4;72;9.4;4;3
No;no;78.3;119;12.1;4;1
No;no;97.1;98;10.6;3;1
No;no;94.1;93;10.1;2;0
Yes;no;226.3;95;8.2;3;2
No;no;133.8;61;10.5;2;1
No;no;190.3;93;10.6;4;1
No;no;294.9;106;9.8;5;3
No;no;185.4;114;10;11;2
No;no;179.5;121;12;4;0
No;no;158;94;10.1;10;0
No;no;173;131;10.4;2;0
No;no;134.2;101;8.2;5;1
